CustomerKey,last_order_date,recency_days,frequency,monetary,R_score,F_score,M_score,FM_score,rfm_score_label,segment
616346,2019-11-09,470,4,12894.529999999999,3,5,5,5,355,Loyal Customers
616537,2020-02-24,363,1,802.0,4,1,1,1,411,New Customers
616656,2020-07-03,233,2,220.92000000000002,5,3,1,2,531,Potential Loyalists
616775,2020-02-12,375,1,436.2,4,1,1,1,411,New Customers
616828,2020-01-15,403,1,6364.88,4,1,4,2,414,Potential Loyalists
616956,2019-05-15,648,1,349.95,2,1,1,1,211,About To Sleep
617656,2019-10-10,500,1,4854.51,3,1,4,2,314,Need Attention
618287,2020-12-29,54,3,3521.45,5,4,3,4,543,Loyal Customers
618556,2017-08-21,1280,1,1769.3,1,1,2,2,112,Lost
618809,2019-03-08,716,1,3486.0,2,1,3,2,213,About To Sleep
619018,2020-03-10,348,4,9787.84,4,5,5,5,455,Champions
619130,2019-08-08,563,2,1203.4,3,3,2,2,332,Need Attention
619242,2019-05-21,642,1,368.4,2,1,1,1,211,About To Sleep
619428,2020-02-04,383,3,3428.42,4,4,3,4,443,Loyal Customers
619459,2019-08-19,552,1,1008.68,3,1,2,2,312,Need Attention
619712,2018-09-27,878,1,1156.89,1,1,2,2,112,Lost
619863,2018-02-05,1112,1,149.99,1,1,1,1,111,Lost
620075,2019-11-09,470,1,1845.93,3,1,2,2,312,Need Attention
620099,2018-02-16,1101,1,1314.0,1,1,2,2,112,Lost
620489,2019-08-03,568,1,1019.96,3,1,2,2,312,Need Attention
620797,2017-11-23,1186,1,6352.0,1,1,4,2,114,Lost
620894,2016-09-16,1619,1,2168.94,1,1,3,2,113,Lost
621610,2021-01-01,51,4,10581.58,5,5,5,5,555,Champions
622003,2018-05-11,1017,2,1284.47,1,3,2,2,132,Lost
622011,2016-02-09,1839,1,632.02,1,1,1,1,111,Lost
622253,2020-02-16,371,2,9113.83,4,3,5,4,435,Loyal Customers
622267,2017-02-18,1464,1,872.4,1,1,2,2,112,Lost
622276,2020-01-08,410,2,7653.92,4,3,5,4,435,Loyal Customers
622483,2020-02-11,376,2,5470.48,4,3,4,4,434,Loyal Customers
622606,2020-02-22,365,2,1122.37,4,3,2,2,432,Potential Loyalists
622740,2021-02-19,2,4,7216.53,5,5,4,4,554,Loyal Customers
622786,2019-05-10,653,1,219.0,2,1,1,1,211,About To Sleep
623004,2019-12-14,435,2,6044.26,3,3,4,4,334,Loyal Customers
623021,2020-06-10,256,1,1775.93,5,1,2,2,512,Potential Loyalists
623181,2019-08-09,562,2,2800.26,3,3,3,3,333,Need Attention
623186,2018-10-07,868,1,109.0,2,1,1,1,211,About To Sleep
623241,2018-03-08,1081,1,205.95,1,1,1,1,111,Lost
623256,2016-11-16,1558,1,2477.72,1,1,3,2,113,Lost
623323,2017-08-16,1285,1,472.0,1,1,1,1,111,Lost
623659,2019-07-27,575,3,1684.79,3,4,2,3,342,Need Attention
623892,2019-10-02,508,2,1709.37,3,3,2,2,332,Need Attention
624165,2019-02-21,731,5,5728.19,2,5,4,4,254,At Risk
624293,2019-11-16,463,3,10727.4,3,4,5,4,345,Loyal Customers
624392,2020-01-06,412,1,667.0,4,1,1,1,411,New Customers
624622,2019-10-02,508,2,2240.95,3,3,3,3,333,Need Attention
624742,2020-02-12,375,4,3592.0800000000004,4,5,3,4,453,Loyal Customers
624813,2017-12-29,1150,1,528.47,1,1,1,1,111,Lost
625005,2019-08-27,544,2,1378.82,3,3,2,2,332,Need Attention
625297,2016-02-23,1825,1,983.96,1,1,2,2,112,Lost
625370,2018-09-16,889,1,543.0,1,1,1,1,111,Lost
625495,2019-01-25,758,1,3283.0,2,1,3,2,213,About To Sleep
625689,2020-01-06,412,1,2581.99,4,1,3,2,413,Potential Loyalists
626560,2017-03-04,1450,2,8075.73,1,3,5,4,135,Can't Lose Them
626896,2018-12-04,810,1,2495.26,2,1,3,2,213,About To Sleep
626983,2020-01-27,391,3,1310.93,4,4,2,3,442,Loyal Customers
627006,2019-12-27,422,1,1840.0,4,1,2,2,412,Potential Loyalists
627190,2016-06-02,1725,1,471.80000000000007,1,1,1,1,111,Lost
627709,2016-05-24,1734,1,339.0,1,1,1,1,111,Lost
627789,2016-01-15,1864,1,507.0,1,1,1,1,111,Lost
627901,2018-06-20,977,2,2509.3,1,3,3,3,133,At Risk
627996,2020-01-13,405,1,1161.0,4,1,2,2,412,Potential Loyalists
628139,2019-11-20,459,1,20457.88,3,1,5,3,315,Need Attention
628245,2017-12-27,1152,1,1140.0,1,1,2,2,112,Lost
628320,2016-05-03,1755,1,2526.23,1,1,3,2,113,Lost
629074,2020-03-07,351,1,1608.76,4,1,2,2,412,Potential Loyalists
629413,2019-11-15,464,1,3452.75,3,1,3,2,313,Need Attention
629572,2019-06-14,618,1,1211.98,2,1,2,2,212,About To Sleep
629819,2020-05-27,270,1,3366.0,5,1,3,2,513,Potential Loyalists
630481,2019-01-28,755,1,7414.46,2,1,4,2,214,About To Sleep
631471,2017-09-17,1253,1,1671.43,1,1,2,2,112,Lost
631500,2017-12-18,1161,1,652.98,1,1,1,1,111,Lost
631557,2020-12-11,72,1,160.23000000000002,5,1,1,1,511,New Customers
631580,2020-06-23,243,3,14491.39,5,4,5,4,545,Loyal Customers
631631,2017-12-13,1166,1,4821.0,1,1,4,2,114,Lost
632425,2020-06-04,262,3,2794.31,5,4,3,4,543,Loyal Customers
632482,2018-01-27,1121,1,1222.24,1,1,2,2,112,Lost
632575,2016-06-29,1698,1,2940.91,1,1,3,2,113,Lost
632752,2019-08-31,540,3,5842.68,3,4,4,4,344,Loyal Customers
633008,2019-03-15,709,1,2926.66,2,1,3,2,213,About To Sleep
633033,2020-11-12,101,1,555.74,5,1,1,1,511,New Customers
633039,2020-11-30,83,1,877.5,5,1,2,2,512,Potential Loyalists
633269,2018-12-04,810,1,1533.87,2,1,2,2,212,About To Sleep
633328,2019-05-28,635,2,7392.02,2,3,4,4,234,At Risk
633348,2019-12-19,430,2,2005.95,4,3,2,2,432,Potential Loyalists
633448,2019-02-12,740,2,3410.14,2,3,3,3,233,At Risk
633593,2017-12-28,1151,2,8924.630000000001,1,3,5,4,135,Can't Lose Them
633649,2018-10-17,858,1,1507.4,2,1,2,2,212,About To Sleep
633846,2019-09-05,535,2,2597.85,3,3,3,3,333,Need Attention
633904,2019-12-07,442,2,1860.9,3,3,2,2,332,Need Attention
634317,2017-12-23,1156,3,13109.63,1,4,5,4,145,Can't Lose Them
634686,2020-06-16,250,2,2717.94,5,3,3,3,533,Potential Loyalists
634713,2018-10-12,863,1,3196.4,2,1,3,2,213,About To Sleep
634965,2020-10-14,130,1,19.96,5,1,1,1,511,New Customers
635391,2018-06-20,977,1,1523.99,1,1,2,2,112,Lost
635546,2019-12-28,421,1,350.87,4,1,1,1,411,New Customers
635766,2019-11-19,460,2,1380.83,3,3,2,2,332,Need Attention
636035,2016-05-19,1739,1,29.97,1,1,1,1,111,Lost
636256,2020-11-05,108,1,869.97,5,1,2,2,512,Potential Loyalists
636266,2019-12-16,433,1,11891.43,4,1,5,3,415,Loyal Customers
636431,2018-10-23,852,1,299.98,2,1,1,1,211,About To Sleep
636729,2016-10-13,1592,1,5007.0,1,1,4,2,114,Lost
637629,2019-03-07,717,1,1499.96,2,1,2,2,212,About To Sleep
637682,2019-02-27,725,1,6177.0,2,1,4,2,214,About To Sleep
637759,2020-06-18,248,2,3269.28,5,3,3,3,533,Potential Loyalists
637824,2020-11-27,86,1,879.0,5,1,2,2,512,Potential Loyalists
637976,2019-09-22,518,1,31.310000000000002,3,1,1,1,311,Promising
638156,2020-02-02,385,1,4771.0,4,1,4,2,414,Potential Loyalists
638172,2017-07-06,1326,1,1959.93,1,1,2,2,112,Lost
638283,2018-06-30,967,1,4392.76,1,1,4,2,114,Lost
638569,2020-10-16,128,1,4529.97,5,1,4,2,514,Potential Loyalists
638652,2021-02-16,5,1,4092.6899999999996,5,1,4,2,514,Potential Loyalists
638661,2019-10-12,498,2,11923.619999999999,3,3,5,4,335,Loyal Customers
638759,2019-07-09,593,1,69.45,3,1,1,1,311,Promising
639067,2020-02-20,367,2,8988.66,4,3,5,4,435,Loyal Customers
639072,2020-12-29,54,2,7683.5,5,3,5,4,535,Loyal Customers
639433,2020-01-11,407,3,2972.81,4,4,3,4,443,Loyal Customers
639665,2020-06-18,248,1,600.0,5,1,1,1,511,New Customers
639758,2017-08-31,1270,1,159.99,1,1,1,1,111,Lost
639839,2018-06-01,996,1,310.0,1,1,1,1,111,Lost
639966,2019-12-30,419,2,98.94999999999999,4,3,1,2,431,Potential Loyalists
640942,2020-02-12,375,1,539.97,4,1,1,1,411,New Customers
641275,2019-11-23,456,1,536.0,3,1,1,1,311,Promising
641659,2018-08-10,926,1,340.37,1,1,1,1,111,Lost
641841,2018-12-27,787,1,12.18,2,1,1,1,211,About To Sleep
641997,2018-11-08,836,1,9998.89,2,1,5,3,215,At Risk
642418,2020-03-02,356,2,9049.939999999999,4,3,5,4,435,Loyal Customers
642546,2018-01-20,1128,3,2706.85,1,4,3,4,143,Can't Lose Them
642856,2018-05-10,1018,1,1199.0,1,1,2,2,112,Lost
643159,2017-12-19,1160,1,981.0,1,1,2,2,112,Lost
643186,2016-02-17,1831,1,217.97,1,1,1,1,111,Lost
643248,2018-11-03,841,1,491.76,2,1,1,1,211,About To Sleep
643461,2016-08-31,1635,1,80.38,1,1,1,1,111,Lost
643526,2016-08-24,1642,1,499.9,1,1,1,1,111,Lost
643597,2018-10-06,869,2,552.97,2,3,1,2,231,About To Sleep
643624,2019-02-11,741,1,2778.0,2,1,3,2,213,About To Sleep
643628,2018-05-06,1022,1,595.99,1,1,1,1,111,Lost
643711,2018-09-03,902,1,1173.0,1,1,2,2,112,Lost
644237,2019-12-09,440,1,745.97,3,1,1,1,311,Promising
644560,2017-12-07,1172,1,877.5,1,1,2,2,112,Lost
644729,2020-12-31,52,3,3504.33,5,4,3,4,543,Loyal Customers
644763,2021-01-09,43,3,5454.94,5,4,4,4,544,Loyal Customers
644807,2020-01-02,416,1,439.9,4,1,1,1,411,New Customers
644830,2019-12-28,421,1,3492.0,4,1,3,2,413,Potential Loyalists
645350,2017-08-03,1298,1,4796.95,1,1,4,2,114,Lost
645472,2019-03-08,716,2,2029.97,2,3,2,2,232,About To Sleep
645487,2020-01-11,407,1,810.0600000000001,4,1,1,1,411,New Customers
645495,2020-12-23,60,2,6450.88,5,3,4,4,534,Loyal Customers
646010,2020-05-22,275,3,8213.39,5,4,5,4,545,Loyal Customers
646248,2020-05-18,279,1,877.5,5,1,2,2,512,Potential Loyalists
646341,2020-05-15,282,1,32.0,5,1,1,1,511,New Customers
646871,2020-07-16,220,4,8794.64,5,5,5,5,555,Champions
647019,2018-12-25,789,1,2372.2000000000003,2,1,3,2,213,About To Sleep
647154,2019-02-11,741,2,1774.54,2,3,2,2,232,About To Sleep
647509,2020-01-25,393,1,2614.0,4,1,3,2,413,Potential Loyalists
647622,2021-02-17,4,2,4489.01,5,3,4,4,534,Loyal Customers
647665,2019-01-31,752,1,7214.0,2,1,4,2,214,About To Sleep
647743,2020-02-28,359,2,5045.45,4,3,4,4,434,Loyal Customers
648080,2020-05-13,284,1,2123.35,5,1,2,2,512,Potential Loyalists
648385,2020-03-03,355,2,1633.97,4,3,2,2,432,Potential Loyalists
648749,2018-10-24,851,1,3438.0,2,1,3,2,213,About To Sleep
648856,2019-12-03,446,1,77.68,3,1,1,1,311,Promising
648966,2019-12-23,426,2,3583.0,4,3,3,3,433,Loyal Customers
649018,2019-08-08,563,1,3815.94,3,1,3,2,313,Need Attention
649267,2019-02-11,741,1,5514.0,2,1,4,2,214,About To Sleep
649370,2018-12-14,800,2,2195.7,2,3,3,3,233,At Risk
650219,2018-08-14,922,1,43.14,1,1,1,1,111,Lost
650854,2018-10-09,866,1,101.94,2,1,1,1,211,About To Sleep
650898,2021-01-01,51,2,44.940000000000005,5,3,1,2,531,Potential Loyalists
651347,2019-01-31,752,1,13.98,2,1,1,1,211,About To Sleep
651518,2019-11-27,452,1,13.89,3,1,1,1,311,Promising
651767,2016-01-27,1852,1,2784.0299999999997,1,1,3,2,113,Lost
652486,2016-10-01,1604,1,14068.6,1,1,5,3,115,At Risk
652496,2019-10-30,480,1,1610.39,3,1,2,2,312,Need Attention
652732,2020-02-14,373,1,1499.94,4,1,2,2,412,Potential Loyalists
652959,2020-05-01,296,1,11828.4,5,1,5,3,515,Potential Loyalists
653188,2020-08-22,183,3,5041.389999999999,5,4,4,4,544,Loyal Customers
654027,2018-08-14,922,1,1752.0,1,1,2,2,112,Lost
654092,2018-07-05,962,1,865.98,1,1,2,2,112,Lost
654459,2019-05-04,659,4,7250.61,2,5,4,4,254,At Risk
654485,2019-07-23,579,4,15801.42,3,5,5,5,355,Loyal Customers
654572,2017-12-27,1152,1,2622.5299999999997,1,1,3,2,113,Lost
655010,2020-02-03,384,1,1622.97,4,1,2,2,412,Potential Loyalists
655495,2017-02-17,1465,1,199.0,1,1,1,1,111,Lost
655922,2018-12-22,792,1,17.76,2,1,1,1,211,About To Sleep
655976,2018-12-29,785,2,3243.9,2,3,3,3,233,At Risk
656319,2016-10-31,1574,1,3103.94,1,1,3,2,113,Lost
656353,2019-11-23,456,3,2371.91,3,4,3,4,343,Loyal Customers
656387,2019-06-05,627,2,581.26,2,3,1,2,231,About To Sleep
656633,2019-12-10,439,2,4363.0,3,3,4,4,334,Loyal Customers
656637,2019-11-18,461,1,501.47,3,1,1,1,311,Promising
657271,2017-09-20,1250,1,3145.5,1,1,3,2,113,Lost
657671,2020-06-04,262,1,1791.0,5,1,2,2,512,Potential Loyalists
657787,2020-06-17,249,1,22.89,5,1,1,1,511,New Customers
658305,2019-02-16,736,1,600.0,2,1,1,1,211,About To Sleep
658552,2020-08-18,187,2,20742.940000000002,5,3,5,4,535,Loyal Customers
658701,2020-12-26,57,1,3632.3100000000004,5,1,3,2,513,Potential Loyalists
658759,2019-06-14,618,1,380.0,2,1,1,1,211,About To Sleep
658900,2019-10-22,488,4,11979.4,3,5,5,5,355,Loyal Customers
658999,2019-03-07,717,1,2093.0,2,1,2,2,212,About To Sleep
659008,2020-01-15,403,2,1740.78,4,3,2,2,432,Potential Loyalists
659211,2019-10-24,486,2,10932.92,3,3,5,4,335,Loyal Customers
659827,2020-03-11,347,3,7510.5599999999995,4,4,5,4,445,Loyal Customers
659962,2020-01-01,417,3,3106.29,4,4,3,4,443,Loyal Customers
660232,2020-06-20,246,3,980.27,5,4,2,3,542,Potential Loyalists
660319,2019-10-12,498,2,8122.740000000001,3,3,5,4,335,Loyal Customers
660527,2020-08-08,197,7,21470.27,5,5,5,5,555,Champions
660924,2020-02-22,365,4,16044.4,4,5,5,5,455,Champions
660940,2020-06-19,247,4,10898.98,5,5,5,5,555,Champions
661206,2019-06-13,619,1,1259.39,2,1,2,2,212,About To Sleep
661265,2020-04-29,298,1,595.78,5,1,1,1,511,New Customers
661295,2019-12-25,424,2,1154.97,4,3,2,2,432,Potential Loyalists
661453,2020-01-03,415,1,1797.0,4,1,2,2,412,Potential Loyalists
661620,2019-12-19,430,1,738.0,4,1,1,1,411,New Customers
661636,2019-11-11,468,2,1779.7,3,3,2,2,332,Need Attention
662154,2018-01-01,1147,2,7713.98,1,3,5,4,135,Can't Lose Them
662571,2020-02-15,372,2,15021.89,4,3,5,4,435,Loyal Customers
662638,2020-05-09,288,1,8055.81,5,1,5,3,515,Potential Loyalists
662960,2020-02-22,365,2,3415.87,4,3,3,3,433,Loyal Customers
663278,2020-08-25,180,2,3375.96,5,3,3,3,533,Potential Loyalists
663778,2016-09-03,1632,1,1358.73,1,1,2,2,112,Lost
663849,2016-06-15,1712,1,5380.88,1,1,4,2,114,Lost
664411,2018-12-28,786,1,5481.88,2,1,4,2,214,About To Sleep
664438,2018-02-03,1114,1,2240.65,1,1,3,2,113,Lost
664687,2018-07-19,948,1,2598.92,1,1,3,2,113,Lost
664762,2019-05-27,636,1,6885.0,2,1,4,2,214,About To Sleep
665370,2019-10-26,484,3,1549.94,3,4,2,3,342,Need Attention
665472,2020-03-12,346,1,1257.98,4,1,2,2,412,Potential Loyalists
665776,2016-01-09,1870,1,5515.2,1,1,4,2,114,Lost
666173,2020-03-04,354,3,1288.59,4,4,2,3,442,Loyal Customers
666608,2021-02-13,8,1,2604.0,5,1,3,2,513,Potential Loyalists
666716,2020-03-17,341,2,309.98,5,3,1,2,531,Potential Loyalists
666979,2021-01-18,34,2,2345.87,5,3,3,3,533,Potential Loyalists
666994,2020-01-07,411,1,2383.94,4,1,3,2,413,Potential Loyalists
667014,2020-06-04,262,2,5241.45,5,3,4,4,534,Loyal Customers
667318,2016-01-20,1859,1,655.0,1,1,1,1,111,Lost
667393,2019-12-30,419,4,14828.6,4,5,5,5,455,Champions
667669,2019-01-22,761,1,4293.76,2,1,4,2,214,About To Sleep
667725,2020-02-15,372,2,2246.31,4,3,3,3,433,Loyal Customers
667919,2020-08-07,198,2,2565.9700000000003,5,3,3,3,533,Potential Loyalists
668117,2017-12-28,1151,3,14609.199999999999,1,4,5,4,145,Can't Lose Them
668140,2019-06-29,603,1,2409.9300000000003,3,1,3,2,313,Need Attention
668236,2019-07-25,577,1,3971.9700000000003,3,1,3,2,313,Need Attention
668660,2019-06-28,604,2,3105.57,3,3,3,3,333,Need Attention
668718,2017-02-25,1457,1,91.0,1,1,1,1,111,Lost
669715,2021-02-08,13,2,3450.52,5,3,3,3,533,Potential Loyalists
670000,2019-01-10,773,1,3116.42,2,1,3,2,213,About To Sleep
670143,2018-06-14,983,1,1414.0,1,1,2,2,112,Lost
670551,2019-05-25,638,1,129.8,2,1,1,1,211,About To Sleep
670666,2018-12-27,787,1,7629.64,2,1,5,3,215,At Risk
670977,2020-06-29,237,2,342.94,5,3,1,2,531,Potential Loyalists
671129,2019-12-24,425,1,6329.05,4,1,4,2,414,Potential Loyalists
671305,2017-02-07,1475,1,156.0,1,1,1,1,111,Lost
671569,2019-03-14,710,1,3366.3,2,1,3,2,213,About To Sleep
672129,2019-01-26,757,1,53.94,2,1,1,1,211,About To Sleep
672139,2020-01-29,389,3,6468.59,4,4,4,4,444,Loyal Customers
672148,2019-08-01,570,2,1790.41,3,3,2,2,332,Need Attention
672150,2017-12-13,1166,1,2347.21,1,1,3,2,113,Lost
672326,2020-07-01,235,2,2603.6,5,3,3,3,533,Potential Loyalists
672584,2020-02-12,375,2,22466.65,4,3,5,4,435,Loyal Customers
672896,2021-01-06,46,4,6015.95,5,5,4,4,554,Loyal Customers
673346,2020-01-20,398,2,160.9,4,3,1,2,431,Potential Loyalists
673348,2020-01-15,403,2,4574.16,4,3,4,4,434,Loyal Customers
674424,2017-11-30,1179,1,3086.7599999999998,1,1,3,2,113,Lost
674468,2020-01-30,388,2,268.90999999999997,4,3,1,2,431,Potential Loyalists
674569,2020-02-22,365,2,2797.86,4,3,3,3,433,Loyal Customers
674984,2019-12-07,442,2,2589.89,3,3,3,3,333,Need Attention
675240,2019-02-16,736,2,3072.54,2,3,3,3,233,At Risk
675324,2019-06-02,630,1,2029.93,2,1,2,2,212,About To Sleep
675600,2016-07-13,1684,1,6797.97,1,1,4,2,114,Lost
675714,2018-12-26,788,1,6.88,2,1,1,1,211,About To Sleep
676036,2018-12-29,785,1,1450.53,2,1,2,2,212,About To Sleep
676059,2018-06-07,990,2,7561.39,1,3,5,4,135,Can't Lose Them
676146,2018-09-19,886,1,139.0,1,1,1,1,111,Lost
676383,2019-09-02,538,1,3257.6000000000004,3,1,3,2,313,Need Attention
676423,2018-12-25,789,1,635.99,2,1,1,1,211,About To Sleep
676732,2019-10-05,505,1,1056.88,3,1,2,2,312,Need Attention
677564,2019-05-16,647,1,607.9699999999999,2,1,1,1,211,About To Sleep
678055,2020-12-29,54,5,12401.94,5,5,5,5,555,Champions
678665,2021-01-09,43,2,1847.03,5,3,2,2,532,Potential Loyalists
678808,2018-04-27,1031,1,497.95,1,1,1,1,111,Lost
678886,2018-02-24,1093,1,17923.84,1,1,5,3,115,At Risk
678925,2019-05-21,642,3,5601.85,2,4,4,4,244,At Risk
679190,2016-02-24,1824,1,780.9000000000001,1,1,1,1,111,Lost
679405,2018-12-29,785,1,299.98,2,1,1,1,211,About To Sleep
679886,2020-02-12,375,2,7240.88,4,3,4,4,434,Loyal Customers
680259,2019-05-28,635,4,16396.69,2,5,5,5,255,Can't Lose Them
680268,2019-01-16,767,1,510.44,2,1,1,1,211,About To Sleep
680422,2019-09-07,533,2,1055.0,3,3,2,2,332,Need Attention
680779,2020-09-19,155,1,3961.7,5,1,3,2,513,Potential Loyalists
680858,2021-02-19,2,2,10190.27,5,3,5,4,535,Loyal Customers
681072,2019-04-29,664,3,1601.85,2,4,2,3,242,At Risk
681493,2018-12-27,787,1,1856.0,2,1,2,2,212,About To Sleep
681898,2016-09-26,1609,2,2748.4700000000003,1,3,3,3,133,At Risk
682276,2020-01-19,399,1,5995.99,4,1,4,2,414,Potential Loyalists
682544,2019-01-17,766,2,3742.24,2,3,3,3,233,At Risk
682759,2020-04-30,297,1,1400.0,5,1,2,2,512,Potential Loyalists
683209,2019-06-19,613,1,462.0,2,1,1,1,211,About To Sleep
683751,2019-02-22,730,2,7619.86,2,3,5,4,235,At Risk
683827,2019-12-25,424,2,8151.96,4,3,5,4,435,Loyal Customers
684027,2018-09-04,901,1,2788.0,1,1,3,2,113,Lost
684747,2020-01-04,414,3,10497.02,4,4,5,4,445,Loyal Customers
684862,2020-01-20,398,1,1832.0,4,1,2,2,412,Potential Loyalists
685356,2019-12-26,423,1,236.0,4,1,1,1,411,New Customers
685457,2017-05-27,1366,1,848.97,1,1,1,1,111,Lost
685916,2020-01-18,400,2,7175.98,4,3,4,4,434,Loyal Customers
686082,2018-10-23,852,1,2236.0,2,1,3,2,213,About To Sleep
686119,2021-01-25,27,1,1918.65,5,1,2,2,512,Potential Loyalists
686451,2019-02-14,738,1,259.8,2,1,1,1,211,About To Sleep
686625,2020-02-26,361,5,7726.11,4,5,5,5,455,Champions
686657,2019-11-04,475,1,146.78,3,1,1,1,311,Promising
686677,2020-01-13,405,2,2618.37,4,3,3,3,433,Loyal Customers
686739,2020-02-16,371,1,3927.0,4,1,3,2,413,Potential Loyalists
686760,2018-11-10,834,2,9459.35,2,3,5,4,235,At Risk
687250,2019-05-24,639,2,6283.96,2,3,4,4,234,At Risk
687324,2017-05-29,1364,2,3769.99,1,3,3,3,133,At Risk
687377,2016-02-03,1845,1,430.0,1,1,1,1,111,Lost
687812,2018-01-05,1143,1,88.62,1,1,1,1,111,Lost
688148,2019-12-21,428,2,417.39,4,3,1,2,431,Potential Loyalists
688222,2019-09-18,522,1,520.51,3,1,1,1,311,Promising
689013,2021-01-27,25,5,3838.26,5,5,3,4,553,Loyal Customers
689695,2020-02-25,362,4,6776.87,4,5,4,4,454,Loyal Customers
690042,2020-02-15,372,3,10102.99,4,4,5,4,445,Loyal Customers
690102,2019-01-03,780,3,4681.6900000000005,2,4,4,4,244,At Risk
690190,2019-10-31,479,2,3716.98,3,3,3,3,333,Need Attention
690253,2018-05-31,997,1,2238.65,1,1,3,2,113,Lost
690270,2019-05-10,653,1,214.9,2,1,1,1,211,About To Sleep
691420,2018-05-28,1000,2,4666.950000000001,1,3,4,4,134,Can't Lose Them
691863,2020-05-29,268,2,4304.1,5,3,4,4,534,Loyal Customers
692231,2018-09-14,891,1,2500.46,1,1,3,2,113,Lost
692257,2018-10-17,858,1,198.0,2,1,1,1,211,About To Sleep
692328,2019-12-21,428,2,6716.55,4,3,4,4,434,Loyal Customers
692519,2017-03-04,1450,1,6953.99,1,1,4,2,114,Lost
692544,2019-07-03,599,3,2769.69,3,4,3,4,343,Loyal Customers
692591,2020-03-04,354,2,913.06,4,3,2,2,432,Potential Loyalists
692661,2019-12-19,430,1,1544.98,4,1,2,2,412,Potential Loyalists
692856,2019-02-09,743,1,2246.97,2,1,3,2,213,About To Sleep
692928,2018-11-29,815,1,1717.0,2,1,2,2,212,About To Sleep
693285,2016-01-02,1877,1,14.97,1,1,1,1,111,Lost
693417,2018-12-24,790,1,715.4200000000001,2,1,1,1,211,About To Sleep
693644,2020-01-29,389,2,5887.47,4,3,4,4,434,Loyal Customers
693684,2020-12-16,67,1,5172.17,5,1,4,2,514,Potential Loyalists
693870,2020-02-01,386,1,2278.2200000000003,4,1,3,2,413,Potential Loyalists
693900,2020-08-26,179,2,482.0,5,3,1,2,531,Potential Loyalists
693988,2016-08-27,1639,1,1196.92,1,1,2,2,112,Lost
694125,2019-09-28,512,1,1514.7,3,1,2,2,312,Need Attention
694539,2017-06-07,1355,1,47.95,1,1,1,1,111,Lost
694742,2018-12-29,785,1,788.4499999999999,2,1,1,1,211,About To Sleep
695043,2021-02-02,19,3,634.99,5,4,1,2,541,Potential Loyalists
695272,2019-11-28,451,2,3022.98,3,3,3,3,333,Need Attention
695433,2019-02-20,732,2,3004.84,2,3,3,3,233,At Risk
695498,2018-01-04,1144,1,91.96,1,1,1,1,111,Lost
695534,2016-03-01,1818,1,755.0,1,1,1,1,111,Lost
695540,2020-03-07,351,2,3933.8,4,3,3,3,433,Loyal Customers
695718,2019-07-18,584,1,3701.99,3,1,3,2,313,Need Attention
696397,2020-01-16,402,1,2574.0,4,1,3,2,413,Potential Loyalists
696759,2020-02-15,372,1,5036.200000000001,4,1,4,2,414,Potential Loyalists
696791,2020-10-10,134,1,789.9,5,1,1,1,511,New Customers
696874,2019-10-23,487,1,3074.42,3,1,3,2,313,Need Attention
696960,2020-10-06,138,1,1535.0,5,1,2,2,512,Potential Loyalists
697182,2016-12-31,1513,1,419.97,1,1,1,1,111,Lost
697365,2020-12-10,73,1,11267.82,5,1,5,3,515,Potential Loyalists
698196,2020-11-05,108,2,4432.36,5,3,4,4,534,Loyal Customers
698421,2016-12-27,1517,1,4146.96,1,1,4,2,114,Lost
698533,2018-12-20,794,1,175.26,2,1,1,1,211,About To Sleep
698624,2019-11-16,463,2,2873.39,3,3,3,3,333,Need Attention
698703,2020-09-12,162,2,5175.860000000001,5,3,4,4,534,Loyal Customers
698960,2019-12-19,430,1,637.05,4,1,1,1,411,New Customers
699820,2020-06-15,251,1,436.2,5,1,1,1,511,New Customers
699830,2019-06-11,621,2,4128.98,2,3,4,4,234,At Risk
700308,2018-12-08,806,1,449.97,2,1,1,1,211,About To Sleep
700354,2019-09-19,521,3,1029.5,3,4,2,3,342,Need Attention
700619,2019-03-07,717,2,330.99,2,3,1,2,231,About To Sleep
700909,2020-03-07,351,1,3021.7,4,1,3,2,413,Potential Loyalists
701241,2017-01-11,1502,1,5018.15,1,1,4,2,114,Lost
701397,2019-12-28,421,3,11671.2,4,4,5,4,445,Loyal Customers
701474,2020-01-06,412,2,1457.67,4,3,2,2,432,Potential Loyalists
701625,2019-05-18,645,5,19876.7,2,5,5,5,255,Can't Lose Them
701698,2019-12-28,421,2,4962.95,4,3,4,4,434,Loyal Customers
701706,2018-01-12,1136,1,460.89,1,1,1,1,111,Lost
702273,2017-05-11,1382,1,2270.49,1,1,3,2,113,Lost
702340,2019-12-06,443,5,8169.95,3,5,5,5,355,Loyal Customers
702544,2019-01-02,781,2,4176.43,2,3,4,4,234,At Risk
702870,2019-10-10,500,3,2871.21,3,4,3,4,343,Loyal Customers
703000,2020-01-16,402,3,2763.61,4,4,3,4,443,Loyal Customers
703212,2018-12-18,796,2,3043.79,2,3,3,3,233,At Risk
703247,2017-05-13,1380,1,867.78,1,1,2,2,112,Lost
703705,2018-05-03,1025,1,3359.6,1,1,3,2,113,Lost
703716,2018-10-06,869,1,817.98,2,1,1,1,211,About To Sleep
703936,2020-04-25,302,3,8887.75,5,4,5,4,545,Loyal Customers
703938,2019-06-25,607,4,9970.97,2,5,5,5,255,Can't Lose Them
